timestamp,mid_price,spread,bid_price_1,bid_size_1,bid_price_2,bid_size_2,bid_price_3,bid_size_3,bid_price_4,bid_size_4,bid_price_5,bid_size_5,ask_price_1,ask_size_1,ask_price_2,ask_size_2,ask_price_3,ask_size_3,ask_price_4,ask_size_4,ask_price_5,ask_size_5,imbalance
6889,74.60419456081101,0.3938429528381988,74.4072730843919,1.0,74.31724918917965,1.0,74.13630324713462,1.0,73.21836875718562,1.0,73.2091689663608,1.0,74.8011160372301,1.0,74.992513643396,1.0,75.08388805508389,1.0,75.34763551649492,1.0,,,0.1111111111111111
6890,74.62667032807329,0.34889141831361314,74.45222461891649,1.0,74.4072730843919,1.0,74.31724918917965,1.0,74.13630324713462,1.0,73.21836875718562,1.0,74.8011160372301,1.0,74.992513643396,1.0,75.08388805508389,1.0,75.12918547550959,1.0,75.34763551649492,1.0,0.0
6891,73.96307495658922,1.676082161281741,73.12503387594836,1.0,73.06565244567773,1.0,72.22992313477872,1.0,,,,,74.8011160372301,1.0,74.992513643396,1.0,75.08388805508389,1.0,75.12918547550959,1.0,75.15183705919753,1.0,-0.25
6892,72.22992313477872,0.0,,,,,,,,,,,74.8011160372301,1.0,74.992513643396,1.0,75.08388805508389,1.0,75.12918547550959,1.0,75.15183705919753,1.0,-1.0
6893,72.22992313477872,0.0,,,,,,,,,,,74.8011160372301,1.0,74.992513643396,1.0,75.08388805508389,1.0,75.12918547550959,1.0,75.15183705919753,1.0,-1.0
6894,72.01323336537438,0.5697118940133237,71.72837741836771,1.0,,,,,,,,,72.29808931238104,1.0,74.8011160372301,1.0,74.992513643396,1.0,75.08388805508389,1.0,75.12918547550959,1.0,-0.6666666666666666
6895,73.36044553088186,3.264136225028281,71.72837741836771,1.0,,,,,,,,,74.992513643396,1.0,75.08388805508389,1.0,75.12918547550959,1.0,75.15183705919753,1.0,75.34763551649492,1.0,-0.6666666666666666
6896,73.2137246398201,0.5702905082957272,72.92857938567224,1.0,71.72837741836771,1.0,,,,,,,73.49886989396796,1.0,74.992513643396,1.0,75.08388805508389,1.0,75.12918547550959,1.0,75.15183705919753,1.0,-0.42857142857142855
6897,71.72837741836771,0.0,,,,,,,,,,,73.37079489494121,1.0,73.49886989396796,1.0,74.992513643396,1.0,75.08388805508389,1.0,75.12918547550959,1.0,-1.0
6898,71.47732809740343,0.576641389713302,71.18900740254678,1.0,,,,,,,,,71.76564879226008,1.0,73.37079489494121,1.0,73.49886989396796,1.0,74.992513643396,1.0,75.08388805508389,1.0,-0.6666666666666666
6899,71.47732809740343,0.576641389713302,71.18900740254678,1.0,70.92249663526708,1.0,,,,,,,71.76564879226008,1.0,73.37079489494121,1.0,73.49886989396796,1.0,74.992513643396,1.0,75.08388805508389,1.0,-0.42857142857142855
6900,71.47732809740343,0.576641389713302,71.18900740254678,1.0,70.92249663526708,1.0,,,,,,,71.76564879226008,1.0,73.37079489494121,1.0,73.49886989396796,1.0,74.992513643396,1.0,75.08388805508389,1.0,-0.42857142857142855
6901,71.26289611311122,0.6096416652719654,70.95807528047524,1.0,70.92249663526708,1.0,,,,,,,71.56771694574721,1.0,71.76564879226008,1.0,73.37079489494121,1.0,73.49886989396796,1.0,74.992513643396,1.0,-0.42857142857142855
6902,71.13773667730699,0.3593227936634946,70.95807528047524,1.0,70.92249663526708,1.0,70.70955387929195,1.0,,,,,71.31739807413874,1.0,71.56771694574721,1.0,71.76564879226008,1.0,73.37079489494121,1.0,73.49886989396796,1.0,-0.25
6903,70.88875459893642,0.6067313752968175,70.585388911288,1.0,,,,,,,,,71.19212028658482,1.0,71.31739807413874,1.0,71.56771694574721,1.0,71.76564879226008,1.0,73.37079489494121,1.0,-0.6666666666666666
6904,70.71096483380336,0.2511518450307193,70.585388911288,1.0,70.23208089556474,1.0,,,,,,,70.83654075631873,1.0,71.19212028658482,1.0,71.31739807413874,1.0,71.56771694574721,1.0,71.76564879226008,1.0,-0.42857142857142855
6905,70.6221188291216,0.07345983566720804,70.585388911288,1.0,70.23208089556474,1.0,70.05597127231346,1.0,,,,,70.65884874695521,1.0,70.83654075631873,1.0,71.19212028658482,1.0,71.31739807413874,1.0,71.56771694574721,1.0,-0.25
6906,69.96799112310003,0.0,,,,,,,,,,,70.65884874695521,1.0,70.83654075631873,1.0,71.19212028658482,1.0,71.31739807413874,1.0,71.56771694574721,1.0,-1.0
6907,69.51319918079989,0.5827741134650637,69.22181212406736,1.0,,,,,,,,,69.80458623753242,1.0,70.65884874695521,1.0,70.83654075631873,1.0,71.19212028658482,1.0,71.31739807413874,1.0,-0.6666666666666666
6908,69.94033043551129,1.4370366228878595,69.22181212406736,1.0,,,,,,,,,70.65884874695521,1.0,70.83654075631873,1.0,71.19212028658482,1.0,71.31739807413874,1.0,71.56771694574721,1.0,-0.6666666666666666
6909,70.65884874695521,0.0,,,,,,,,,,,70.83654075631873,1.0,71.19212028658482,1.0,71.31739807413874,1.0,71.56771694574721,1.0,71.76564879226008,1.0,-1.0
6910,70.75257571172529,1.630282468043859,69.93743447770335,1.0,,,,,,,,,71.56771694574721,1.0,71.76564879226008,1.0,73.37079489494121,1.0,73.49886989396796,1.0,74.992513643396,1.0,-0.6666666666666666
